system,func,method,noise,seed,iters,conv,E
t0_ch4,b3lyp5,histqn,1e-09,15,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,16,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,17,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,18,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,19,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,2,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,20,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,21,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,22,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,23,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,24,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,25,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,26,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,27,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,28,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,29,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,3,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,30,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,4,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,5,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,6,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,7,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,8,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,1e-09,9,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,1,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,10,24,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,11,27,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,12,28,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,13,28,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,14,28,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,15,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,16,27,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,17,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,18,25,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,19,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,2,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,20,25,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,21,28,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,22,27,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,23,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,24,25,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,25,29,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,26,25,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,27,27,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,28,25,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,29,28,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,3,25,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,30,25,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,4,28,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,5,27,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,6,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,7,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,8,26,True,-40.45245200
t0_ch4,b3lyp5,histqn,3e-08,9,26,True,-40.45245200
t0_ch4,b3lyp5,soscf,0e+00,1,26,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,1,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,10,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,11,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,12,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,13,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,14,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,15,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,16,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,17,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,18,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,19,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,2,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,20,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,21,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,22,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,23,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,24,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,25,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,26,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,27,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,28,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,29,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,3,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,30,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,4,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,5,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,6,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,7,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,8,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-07,9,100,False,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,1,18,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,10,27,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,11,60,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,12,28,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,13,60,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,14,19,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,15,21,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,16,23,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,17,22,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,18,21,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,19,17,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,2,41,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,20,22,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,21,41,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,22,23,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,23,29,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,24,46,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,25,24,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,26,23,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,27,24,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,28,24,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,29,33,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,3,20,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,30,31,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,4,27,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,5,24,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,6,25,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,7,29,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,8,28,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-08,9,23,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,1,28,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,10,23,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,11,30,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,12,24,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,13,31,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,14,24,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,15,25,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,16,23,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,17,22,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,18,30,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,19,21,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,2,20,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,20,21,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,21,22,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,22,22,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,23,25,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,24,26,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,25,22,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,26,23,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,27,26,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,28,20,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,29,41,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,3,20,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,30,19,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,4,22,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,5,24,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,6,18,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,7,35,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,8,25,True,-40.45245200
t0_ch4,b3lyp5,soscf,1e-09,9,28,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,1,18,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,10,26,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,11,31,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,12,28,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,13,22,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,14,23,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,15,20,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,16,28,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,17,22,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,18,19,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,19,17,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,2,20,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,20,22,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,21,22,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,22,22,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,23,22,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,24,23,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,25,24,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,26,23,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,27,28,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,28,26,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,29,17,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,3,25,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,30,39,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,4,27,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,5,21,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,6,25,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,7,26,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,8,24,True,-40.45245200
t0_ch4,b3lyp5,soscf,3e-08,9,30,True,-40.45245200
t0_ch4,b3lyp5,switch,0e+00,1,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,1,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,10,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,11,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,12,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,13,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,14,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,15,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,16,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,17,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,18,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,19,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,2,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,20,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,21,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,22,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,23,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,24,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,25,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,26,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,27,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,28,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,29,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,3,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,30,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,4,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,5,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,6,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,7,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,8,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-07,9,100,False,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,1,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,10,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,11,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,12,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,13,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,14,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,15,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,16,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,17,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,18,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,19,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,2,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,20,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,21,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,22,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,23,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,24,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,25,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,26,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,27,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,28,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,29,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,3,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,30,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,4,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,5,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,6,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,7,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,8,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-08,9,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,1,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,10,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,11,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,12,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,13,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,14,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,15,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,16,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,17,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,18,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,19,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,2,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,20,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,21,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,22,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,23,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,24,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,25,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,26,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,27,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,28,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,29,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,3,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,30,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,4,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,5,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,6,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,7,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,8,11,True,-40.45245200
t0_ch4,b3lyp5,switch,1e-09,9,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,1,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,10,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,11,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,12,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,13,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,14,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,15,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,16,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,17,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,18,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,19,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,2,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,20,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,21,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,22,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,23,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,24,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,25,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,26,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,27,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,28,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,29,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,3,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,30,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,4,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,5,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,6,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,7,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,8,11,True,-40.45245200
t0_ch4,b3lyp5,switch,3e-08,9,11,True,-40.45245200
t0_ch4,hf,diis,0e+00,1,10,True,-40.17147235
t0_ch4,hf,diis,1e-07,1,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,10,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,11,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,12,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,13,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,14,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,15,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,16,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,17,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,18,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,19,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,2,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,20,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,21,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,22,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,23,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,24,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,25,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,26,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,27,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,28,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,29,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,3,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,30,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,4,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,5,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,6,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,7,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,8,100,False,-40.17147235
t0_ch4,hf,diis,1e-07,9,100,False,-40.17147235
t0_ch4,hf,diis,1e-08,1,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,10,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,11,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,12,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,13,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,14,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,15,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,16,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,17,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,18,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,19,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,2,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,20,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,21,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,22,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,23,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,24,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,25,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,26,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,27,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,28,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,29,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,3,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,30,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,4,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,5,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,6,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,7,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,8,10,True,-40.17147235
t0_ch4,hf,diis,1e-08,9,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,1,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,10,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,11,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,12,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,13,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,14,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,15,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,16,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,17,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,18,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,19,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,2,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,20,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,21,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,22,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,23,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,24,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,25,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,26,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,27,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,28,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,29,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,3,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,30,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,4,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,5,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,6,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,7,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,8,10,True,-40.17147235
t0_ch4,hf,diis,1e-09,9,10,True,-40.17147235
t0_ch4,hf,diis,3e-08,1,10,True,-40.17147235
t0_ch4,hf,diis,3e-08,10,10,True,-40.17147235
t0_ch4,hf,diis,3e-08,11,10,True,-40.17147235
t0_ch4,hf,diis,3e-08,12,10,True,-40.17147235
t0_ch4,hf,diis,3e-08,13,10,True,-40.17147235
t0_ch4,hf,diis,3e-08,14,10,True,-40.17147235
t0_ch4,hf,diis,3e-08,15,10,True,-40.17147235
t0_ch4,hf,diis,3e-08,16,10,True,-40.17147235
t0_ch4,hf,diis,3e-08,17,11,True,-40.17147235
t0_ch4,hf,diis,3e-08,18,10,True,-40.17147235
t0_ch4,hf,diis,3e-08,19,10,True,-40.17147235
t0_ch4,hf,diis,3e-08,2,10,True,-40.17147235
t0_ch4,hf,diis,3e-08,20,10,True,-40.17147235
t0_ch4,hf,diis,3e-08,21,10,True,-40.17147235
t0_ch4,hf,diis,3e-08,22,11,True,-40.17147235
t0_ch4,hf,diis,3e-08,23,10,True,-40.17147235
t0_ch4,hf,diis,3e-08,24,10,True,-40.17147235
t0_ch4,hf,diis,3e-08,25,10,True,-40.17147235
t0_ch4,hf,diis,3e-08,26,10,True,-40.17147235
t0_ch4,hf,diis,3e-08,27,10,True,-40.17147235
